date,btc_close,mstr_close,btc_nav_total,btc_nav_per_share,mnav,premium_to_nav,premium_to_nav_pct,mnav_30d_ma,premium_30d_ma
2024-12-11,101173.03125,411.399994,53438077510.78125,217.227957,1.893863,0.893863,89.386301,1.806669,0.806669
2024-12-12,100043.0,392.190002,52841211955.0,214.801675,1.825824,0.825824,82.582377,1.814454,0.814454
2024-12-13,101459.257812,408.670013,53589258087.69531,217.842513,1.875988,0.875988,87.598834,1.822927,0.822927
2024-12-16,106029.71875,408.5,56003306997.96875,227.65572,1.794376,0.794376,79.437618,1.831414,0.831414
2024-12-17,106140.601562,386.420013,56061873636.28906,227.893795,1.695614,0.695614,69.561445,1.836883,0.836883
2024-12-18,100041.539062,349.640015,52840440309.72656,214.798538,1.627758,0.627758,62.775789,1.840153,0.840153
2024-12-19,97490.953125,326.459991,51493259076.328125,209.322191,1.559605,0.559605,55.960526,1.839224,0.839224
2024-12-20,97755.929688,364.200012,51633215721.99219,209.891121,1.735185,0.735185,73.518542,1.841675,0.841675
2024-12-23,94686.242188,332.230011,50011852829.80469,203.300215,1.634184,0.634184,63.418426,1.841301,0.841301
2024-12-24,98676.09375,358.179993,52119232577.34375,211.866799,1.69059,0.69059,69.059048,1.838146,0.838146
2024-12-26,95795.515625,341.049988,50597754420.390625,205.681929,1.658143,0.658143,65.81427,1.830477,0.830477
2024-12-27,94164.859375,330.0,49736466248.984375,202.180757,1.632203,0.632203,63.220281,1.828604,0.828604
2024-12-30,92643.210938,302.959991,48932754369.02344,198.913636,1.523073,0.523073,52.307302,1.821069,0.821069
2024-12-31,93429.203125,289.619995,49347903652.578125,200.601234,1.44376,0.44376,44.375979,1.811121,0.811121
2025-01-02,96886.875,300.01001,51174194071.875,208.025179,1.442181,0.442181,44.218123,1.793216,0.793216
2025-01-03,98107.429688,339.660004,51818872749.49219,210.645824,1.61247,0.61247,61.246967,1.774582,0.774582
2025-01-06,102078.085938,379.089996,53916113820.89844,219.171194,1.729652,0.729652,72.965246,1.754262,0.754262
2025-01-07,96922.703125,341.429993,51193117950.078125,208.102105,1.640685,0.640685,64.068495,1.746338,0.746338
2025-01-08,95043.523438,331.700012,50200563426.83594,204.067331,1.625444,0.625444,62.544397,1.73436,0.73436
2025-01-10,94701.453125,327.910004,50019887018.828125,203.332874,1.612676,0.612676,61.267579,1.72084,0.72084
2025-01-13,94516.523438,328.399994,49922209931.83594,202.935813,1.618246,0.618246,61.824564,1.715088,0.715088
2025-01-14,96534.046875,342.170013,50987835548.671875,207.267624,1.650861,0.650861,65.086088,1.70721,0.70721
2025-01-15,100504.492188,360.619995,53084965206.05469,215.792541,1.671142,0.671142,67.114207,1.701193,0.701193
2025-01-16,99756.90625,367.0,52690101527.65625,214.187405,1.713453,0.713453,71.345276,1.696721,0.696721
2025-01-17,104462.039062,396.5,55175282102.22656,224.289765,1.767802,0.767802,76.780247,1.695259,0.695259
2025-01-21,106146.265625,389.100006,56064865309.140625,227.905957,1.707283,0.707283,70.728318,1.688352,0.688352
2025-01-22,103653.070312,377.309998,54747996943.00781,222.552833,1.695373,0.695373,69.53727,1.68276,0.68276
2025-01-23,103960.171875,373.119995,54910203381.796875,223.212209,1.671593,0.671593,67.159313,1.677107,0.677107
2025-01-24,104819.484375,353.670013,55364079354.609375,225.057233,1.571467,0.571467,57.146699,1.671276,0.671276
2025-01-27,102087.6875,347.920013,53921185222.18751,219.19181,1.587286,0.587286,58.728565,1.663593,0.663593
2025-01-28,101332.476562,335.929993,53522294133.16406,217.570301,1.544007,0.544007,54.400665,1.651931,0.651931
2025-01-29,103703.210938,341.25,54774480469.02344,222.66049,1.532602,0.532602,53.26024,1.642157,0.642157
2025-01-30,104735.304688,340.089996,55319616906.36719,224.876491,1.512341,0.512341,51.234126,1.630035,0.630035
2025-01-31,102405.023438,334.790009,54088797304.33594,219.87316,1.522651,0.522651,52.265064,1.620978,0.620978
2025-02-03,101405.421875,347.089996,53560822753.046875,217.726922,1.594153,0.594153,59.415287,1.617596,0.617596
2025-02-04,97871.820312,348.309998,51694427411.75781,210.139949,1.657514,0.657514,65.751443,1.618588,0.618588
2025-02-05,96615.445312,336.700012,51030828982.38281,207.442394,1.623101,0.623101,62.310126,1.620704,0.620704
2025-02-06,96593.296875,325.459991,51019130509.921875,207.394839,1.569277,0.569277,56.927719,1.615174,0.615174
2025-02-07,96529.085938,327.559998,50985215255.89844,207.256973,1.580453,0.580453,58.045345,1.613383,0.613383
2025-02-10,97437.554688,334.619995,51465054822.61719,209.20754,1.599464,0.599464,59.946432,1.610345,0.610345
2025-02-11,95747.429688,319.459991,50572356149.49219,205.578684,1.553955,0.553955,55.395485,1.606872,0.606872
2025-02-12,97885.859375,326.820007,51701842633.984375,210.170092,1.555026,0.555026,55.502624,1.6043,0.6043
2025-02-13,96623.867188,324.920013,51035277290.42969,207.460477,1.566178,0.566178,56.61779,1.605737,0.605737
2025-02-14,97508.96875,337.730011,51502774659.21875,209.360873,1.613148,0.613148,61.31477,1.611383,0.611383
2025-02-18,95539.546875,333.970001,50462555566.171875,205.13234,1.628071,0.628071,62.807094,1.617579,0.617579
2025-02-19,96635.609375,318.670013,51041479337.734375,207.485688,1.535865,0.535865,53.586503,1.615026,0.615026
2025-02-20,98333.9375,323.920013,51938510778.43751,211.132158,1.534205,0.534205,53.420501,1.608511,0.608511
2025-02-21,96125.546875,299.690002,50772071976.171875,206.390536,1.452053,0.452053,45.205302,1.602223,0.602223
2025-02-24,91418.171875,282.76001,48285707111.796875,196.283362,1.44057,0.44057,44.057044,1.596061,0.596061
2025-02-25,88736.171875,250.509995,46869114941.796875,190.524857,1.314842,0.314842,31.484153,1.586133,0.586133
2025-02-26,84347.023438,263.269989,44550832574.33594,181.100945,1.45372,0.45372,45.371957,1.580649,0.580649
2025-02-27,84704.226562,240.050003,44739501906.91406,181.867894,1.319914,0.319914,31.991413,1.569617,0.569617
2025-02-28,84373.007812,255.429993,44564557131.44531,181.156736,1.409994,0.409994,40.999445,1.560912,0.560912
2025-03-03,86065.671875,250.919998,45458596899.296875,184.791044,1.357858,0.357858,35.7858,1.549059,0.549059
2025-03-04,87222.195312,275.149994,46069455231.13281,187.274208,1.469236,0.469236,46.923592,1.539107,0.539107
2025-03-05,90623.5625,308.549988,47866006359.06249,194.577262,1.585745,0.585745,58.574535,1.535055,0.535055
2025-03-06,89961.726562,304.109985,47516434544.41406,193.156238,1.574425,0.574425,57.442487,1.531024,0.531024
2025-03-07,86742.671875,287.179993,45816178144.296875,186.244627,1.54195,0.54195,54.195049,1.526702,0.526702
2025-03-10,78532.0,239.270004,41479424420.0,168.615546,1.419027,0.419027,41.902695,1.521621,0.521621
2025-03-11,82862.210938,260.589996,43766576884.02344,177.912914,1.464705,0.464705,46.470535,1.517535,0.517535
2025-03-12,83722.359375,262.549988,44220894386.484375,179.759733,1.460561,0.460561,46.056062,1.514754,0.514754
2025-03-13,81066.703125,263.26001,42818216590.078125,174.057791,1.512486,0.512486,51.248622,1.514083,0.514083
2025-03-14,83969.101562,297.48999,44351219908.78906,180.289512,1.650068,0.650068,65.00682,1.518674,0.518674
2025-03-17,84075.6875,294.269989,44407517002.18751,180.518362,1.630139,0.630139,63.013882,1.522257,0.522257
2025-03-18,82718.5,283.190002,43690670922.5,177.604353,1.594499,0.594499,59.449922,1.522268,0.522268
2025-03-19,86854.226562,304.230011,45875099656.91406,186.484145,1.631399,0.631399,63.13988,1.521398,0.521398
2025-03-20,84167.195312,302.070007,44455850056.13281,180.714838,1.671529,0.671529,67.152853,1.523012,0.523012
2025-03-21,84043.242188,304.0,44390379874.80469,180.448699,1.684689,0.684689,68.468935,1.526859,0.526859
2025-03-24,87498.914062,335.720001,46215613924.10156,187.868349,1.786996,0.786996,78.699607,1.533744,0.533744
2025-03-25,87471.703125,341.809998,46201241515.078125,187.809925,1.819978,0.819978,81.997835,1.541094,0.541094
2025-03-26,86900.882812,329.309998,45899742788.32031,186.58432,1.764939,0.764939,76.493929,1.548127,0.548127
2025-03-27,87177.101562,324.589996,46045637388.78906,187.177388,1.73413,0.73413,73.413039,1.554097,0.554097
2025-03-28,84353.148438,289.410004,44554067707.46094,181.114096,1.597943,0.597943,59.794301,1.555156,0.555156
2025-03-31,82548.914062,288.269989,43601098174.10156,177.240236,1.626436,0.626436,62.64365,1.555599,0.555599
2025-04-01,85169.171875,306.019989,44985079046.796875,182.866175,1.673464,0.673464,67.346416,1.557112,0.557112
2025-04-02,82485.710938,312.540009,43567715231.52344,177.104533,1.764721,0.764721,76.472054,1.564741,0.564741
2025-04-03,83102.828125,282.279999,43893667273.203125,178.429542,1.582025,0.582025,58.202502,1.566335,0.566335
2025-04-04,83843.804688,293.609985,44285039978.86719,180.020488,1.630981,0.630981,63.098095,1.572299,0.572299
2025-04-07,79235.335938,268.140015,41850915912.14844,170.125674,1.576129,0.576129,57.612903,1.576818,0.576818
2025-04-08,76271.953125,237.949997,40285701561.328125,163.763014,1.453014,0.453014,45.301427,1.581423,0.581423
2025-04-09,82573.953125,296.859985,43614323431.328125,177.293998,1.674394,0.674394,67.439388,1.588779,0.588779
2025-04-10,79626.140625,272.339996,42057333086.015625,170.964769,1.59296,0.59296,59.295976,1.597881,0.597881
2025-04-11,83404.835938,299.980011,44053183269.64844,179.077981,1.675136,0.675136,67.513622,1.606719,0.606719
2025-04-14,84542.390625,311.450012,44654022592.265625,181.520417,1.715785,0.715785,71.578502,1.61865,0.61865
2025-04-15,83668.992188,310.720001,44192706638.55469,179.645149,1.729632,0.729632,72.963202,1.62733,0.62733
2025-04-16,84033.867188,311.660004,44385428140.42969,180.42857,1.727332,0.727332,72.733179,1.632049,0.632049
2025-04-17,84895.75,317.200012,44840661713.75,182.279113,1.740188,0.740188,74.018848,1.637575,0.637575
2025-04-21,87518.90625,317.76001,46226173497.65625,187.911274,1.691011,0.691011,69.101088,1.642543,0.642543
2025-04-22,93441.890625,343.029999,49354604999.765625,200.628476,1.709777,0.709777,70.977723,1.652235,0.652235
2025-04-23,93699.109375,345.730011,49490464085.234375,201.180748,1.718504,0.718504,71.850445,1.660695,0.660695
2025-04-24,93943.796875,350.339996,49619704352.421875,201.706115,1.736883,0.736883,73.688337,1.669906,0.669906
2025-04-25,94720.5,368.709991,50029947292.5,203.373769,1.812967,0.812967,81.296729,1.679922,0.679922
2025-04-28,94978.75,369.25,50166351068.75,203.928256,1.810686,0.810686,81.068581,1.685276,0.685276
2025-04-29,94284.789062,381.450012,49799811310.97656,202.438257,1.884278,0.884278,88.427828,1.693747,0.693747
2025-04-30,94207.3125,380.109985,49758889352.81249,202.271908,1.879203,0.879203,87.920305,1.703237,0.703237
2025-05-01,96492.335938,381.600006,50965804457.14844,207.178067,1.841894,0.841894,84.189384,1.710254,0.710254
2025-05-02,96910.070312,394.369995,51186445488.00781,208.074982,1.895326,0.895326,89.532635,1.717713,0.717713
2025-05-05,94748.054688,386.529999,50044501265.11719,203.432932,1.900037,0.900037,90.003651,1.724892,0.724892
2025-05-06,96802.476562,385.600006,51129616083.16406,207.843968,1.855238,0.855238,85.52379,1.727166,0.727166
2025-05-07,97032.320312,392.480011,51251016104.25781,208.337464,1.883867,0.883867,88.38667,1.729296,0.729296
2025-05-08,103241.460938,414.380005,54530591045.27344,221.669069,1.869363,0.869363,86.936322,1.732777,0.732777
2025-05-09,102970.851562,416.029999,54387659232.53906,221.088046,1.881739,0.881739,88.1739,1.737697,0.737697
2025-05-12,102812.953125,404.899994,54304259646.328125,220.749023,1.83421,0.83421,83.420968,1.745573,0.745573
2025-05-13,104169.8125,421.609985,55020932415.31249,223.662327,1.885029,0.885029,88.502906,1.754192,0.754192
2025-05-14,103539.414062,416.75,54687965416.60156,222.308803,1.874645,0.874645,87.464462,1.760898,0.760898
2025-05-15,103744.640625,397.029999,54796363008.515625,222.749443,1.782406,0.782406,78.240625,1.761488,0.761488
2025-05-16,103489.289062,399.799988,54661490143.47656,222.201179,1.79927,0.79927,79.927032,1.76873,0.76873
2025-05-19,105606.179688,413.420013,55779600018.24219,226.746342,1.823271,0.823271,82.327093,1.775139,0.775139
2025-05-20,106791.085938,416.920013,56405449725.89844,229.290446,1.818305,0.818305,81.830521,1.783212,0.783212
2025-05-21,109678.078125,402.690002,57930315694.453125,235.489088,1.710016,0.710016,71.001555,1.791778,0.791778
2025-05-22,111673.28125,399.459991,58984152057.03125,239.772976,1.665993,0.665993,66.599255,1.791498,0.791498
2025-05-23,107287.796875,369.51001,56667804992.421875,230.356931,1.604076,0.604076,60.407594,1.791869,0.791869
2025-05-27,108994.640625,372.200012,57569334258.515625,234.021684,1.590451,0.590451,59.045096,1.789046,0.789046
2025-05-28,107802.328125,364.25,56939572680.703125,231.461678,1.573695,0.573695,57.369463,1.78431,0.78431
2025-05-29,105641.757812,370.630005,55798391850.19531,226.822731,1.634007,0.634007,63.400733,1.781122,0.781122
2025-05-30,103998.570312,369.059998,54930484860.50781,223.294654,1.652794,0.652794,65.27937,1.778638,0.778638
2025-06-02,105881.53125,372.269989,55925036583.28125,227.337547,1.637521,0.637521,63.752092,1.775215,0.775215
2025-06-03,105432.46875,387.429993,55687848506.71875,226.373368,1.711465,0.711465,71.146454,1.775897,0.775897
2025-06-04,104731.984375,378.100006,55317863167.109375,224.869362,1.681421,0.681421,68.142072,1.774952,0.774952
2025-06-05,101575.953125,368.790009,53650894801.328125,218.093068,1.690975,0.690975,69.097538,1.774034,0.774034
2025-06-06,104390.34375,374.470001,55137413713.59375,224.135828,1.670728,0.670728,67.072799,1.771829,0.771829
2025-06-09,110294.101562,392.119995,58255690033.78906,236.811748,1.65583,0.65583,65.582999,1.766591,0.766591
2025-06-10,110257.234375,391.179993,58236217338.359375,236.732591,1.652413,0.652413,65.241292,1.761315,0.761315
2025-06-11,108686.625,387.109985,57406645025.625,233.360346,1.658851,0.658851,65.885075,1.753801,0.753801
2025-06-12,105929.054688,379.76001,55950137750.11719,227.439584,1.669718,0.669718,66.971818,1.746818,0.746818
2025-06-13,106090.96875,382.869995,56035658329.21875,227.787229,1.680823,0.680823,68.082292,1.741449,0.741449
2025-06-16,106796.757812,382.25,56408445525.19531,229.302624,1.667011,0.667011,66.701101,1.733839,0.733839
2025-06-17,104601.117188,375.179993,55248741081.67969,224.588378,1.670523,0.670523,67.052274,1.726188,0.726188
2025-06-18,104883.328125,369.029999,55397800665.703125,225.194312,1.638718,0.638718,63.871812,1.718971,0.718971
2025-06-20,103309.601562,369.700012,54566581901.28906,221.815374,1.666701,0.666701,66.670148,1.711732,0.711732
2025-06-23,105577.773438,367.179993,55764596263.08594,226.685351,1.619778,0.619778,61.977822,1.703413,0.703413
2025-06-24,106045.632812,377.019989,56011712567.07031,227.689888,1.655849,0.655849,65.584863,1.695883,0.695883
2025-06-25,107361.257812,388.670013,56706605957.69531,230.514658,1.686097,0.686097,68.609674,1.690946,0.690946
2025-06-26,106960.0,386.440002,56494667600.0,229.65312,1.682712,0.682712,68.271174,1.684202,0.684202
2025-06-27,107088.429688,383.880005,56562502234.49219,229.928871,1.66956,0.66956,66.955982,1.677366,0.677366
2025-06-30,107135.335938,404.230011,56587277412.14844,230.029583,1.757296,0.757296,75.729576,1.676529,0.676529
2025-07-01,105698.28125,373.299988,55828246682.03125,226.944092,1.644898,0.644898,64.489846,1.671383,0.671383
2025-07-02,108859.320312,402.279999,57497860099.25781,233.731139,1.721123,0.721123,72.112283,1.667978,0.667978
2025-07-03,109647.976562,403.98999,57914416500.66406,235.424457,1.716007,0.716007,71.600689,1.664568,0.664568
2025-07-07,108299.851562,395.670013,57202357097.53906,232.529907,1.701588,0.701588,70.158763,1.664287,0.664287
2025-07-08,108950.273438,396.940002,57545900175.58594,233.926423,1.696858,0.696858,69.685834,1.665316,0.665316
2025-07-09,111326.554688,415.410004,58801016287.61719,239.028521,1.73791,0.73791,73.790977,1.669777,0.669777
2025-07-10,115987.203125,421.73999,61262700882.578125,249.035369,1.693494,0.693494,69.349435,1.673212,0.673212
2025-07-11,117516.992188,434.579987,62070712518.55469,252.31997,1.722337,0.722337,72.233687,1.678167,0.678167
2025-07-14,119849.703125,451.019989,63302815445.078125,257.328518,1.752701,0.752701,75.270115,1.682123,0.682123
2025-07-15,117777.1875,442.309998,62208143779.68751,252.878633,1.7491,0.7491,74.909992,1.685333,0.685333
2025-07-16,118738.507812,455.899994,62715898748.94531,254.942678,1.788245,0.788245,78.82451,1.690358,0.690358
2025-07-17,119289.84375,451.339996,63007106121.09375,256.126448,1.762176,0.762176,76.217646,1.692048,0.692048
2025-07-18,118003.226562,423.220001,62327534221.91406,253.36396,1.670403,0.670403,67.040332,1.691681,0.691681
2025-07-21,117439.539062,426.279999,62029802939.72656,252.15367,1.690556,0.690556,69.055639,1.691667,0.691667
2025-07-22,119995.414062,426.399994,63379777776.60156,257.641373,1.655014,0.655014,65.501367,1.691143,0.691143
2025-07-23,118754.960938,412.670013,62724589042.77344,254.978004,1.618453,0.618453,61.845338,1.689897,0.689897
2025-07-24,118368.0,414.920013,62520202080.0,254.147163,1.632597,0.632597,63.259746,1.689237,0.689237
2025-07-25,117635.882812,405.890015,62133508763.32031,252.575239,1.607006,0.607006,60.700636,1.687508,0.687508
2025-07-28,117924.476562,403.799988,62285939653.16406,253.194877,1.594819,0.594819,59.481895,1.685012,0.685012
2025-07-29,117922.148438,394.660004,62284709972.46094,253.189878,1.558751,0.558751,55.875111,1.680943,0.680943
2025-07-30,117831.1875,395.040009,62236665769.68751,252.994576,1.561456,0.561456,56.145643,1.677424,0.677424
2025-07-31,115758.203125,401.859985,61141746517.578125,248.543685,1.616859,0.616859,61.685856,1.675635,0.675635
2025-08-01,113320.085938,366.630005,59853969590.89844,243.308819,1.50685,0.50685,50.685045,1.67124,0.67124
2025-08-04,115071.882812,389.23999,60779242423.32031,247.070091,1.575423,0.575423,57.542335,1.668197,0.668197
2025-08-05,114141.445312,375.459991,60287799292.38281,245.072355,1.532037,0.532037,53.203731,1.665273,0.665273
2025-08-06,115028.0,383.410004,60756064180.0,246.975871,1.552419,0.552419,55.241888,1.661825,0.661825
2025-08-07,117496.898438,402.01001,62060099301.21094,252.276826,1.593527,0.593527,59.35273,1.658739,0.658739
2025-08-08,116688.726562,395.130005,61633235039.41406,250.541606,1.577103,0.577103,57.710335,1.655219,0.655219
2025-08-11,118731.445312,400.25,62712168442.38281,254.927514,1.570054,0.570054,57.005414,1.651902,0.651902
2025-08-12,120172.90625,394.390015,63473526487.65625,258.022465,1.52851,0.52851,52.851037,1.644276,0.644276
2025-08-13,123344.0625,389.899994,65148483651.56249,264.831234,1.472258,0.472258,47.225834,1.638521,0.638521
2025-08-14,118359.578125,372.940002,62515753771.953125,254.12908,1.467522,0.467522,46.752195,1.630068,0.630068
2025-08-15,117398.351562,366.320007,62008048320.03906,252.065237,1.453275,0.453275,45.32746,1.62131,0.62131
2025-08-18,116252.3125,363.600006,61402727677.81249,249.604584,1.456704,0.456704,45.670404,1.613147,0.613147
2025-08-19,112831.179688,336.570007,59595736643.24219,242.259092,1.389298,0.389298,38.929773,1.602895,0.602895
2025-08-20,114274.742188,344.369995,60358204702.30469,245.358556,1.403538,0.403538,40.353775,1.59175,0.59175
2025-08-21,112419.03125,337.579987,59378046020.78125,241.374171,1.398575,0.398575,39.857544,1.581919,0.581919
2025-08-22,116874.085938,358.130005,61731139080.89844,250.93959,1.427156,0.427156,42.715625,1.57208,0.57208
2025-08-25,110124.351562,343.200012,58166030630.03906,236.447279,1.451486,0.451486,45.148641,1.562039,0.562039
2025-08-26,111802.65625,351.359985,59052485991.40625,240.050756,1.46369,0.46369,46.369039,1.552526,0.552526
2025-08-27,111222.0625,342.059998,58745825081.56249,238.804167,1.432387,0.432387,43.238706,1.540664,0.540664
2025-08-28,112544.804688,338.839996,59444477663.86719,241.644218,1.402227,0.402227,40.222679,1.528665,0.528665
2025-08-29,108410.835938,334.410004,57260977379.64844,232.768201,1.436665,0.436665,43.666533,1.520874,0.520874
2025-09-02,111200.585938,341.619995,58734481483.39844,238.758055,1.430821,0.430821,43.082082,1.512216,0.512216
2025-09-03,111723.210938,330.26001,59010524169.02344,239.88018,1.376771,0.376771,37.677073,1.502941,0.502941
2025-09-04,110723.601562,327.589996,58482545491.28906,237.733925,1.377969,0.377969,37.796907,1.494925,0.494925
2025-09-05,110650.984375,335.869995,58444190182.109375,237.578009,1.413725,0.413725,41.37251,1.487629,0.487629
2025-09-08,112071.429688,329.899994,59194448089.49219,240.627838,1.370997,0.370997,37.099679,1.479762,0.479762
2025-09-09,111530.546875,328.529999,58908761901.171875,239.466512,1.371925,0.371925,37.19246,1.472333,0.472333
2025-09-10,113955.359375,326.450012,60189511491.484375,244.672811,1.334231,0.334231,33.423085,1.464849,0.464849
2025-09-11,115507.539062,326.019989,61009349519.72656,248.005486,1.314568,0.314568,31.456765,1.456619,0.456619
2025-09-12,116101.578125,331.440002,61323112041.953125,249.280943,1.329584,0.329584,32.95842,1.447043,0.447043
2025-09-15,115444.875,327.790009,60976251301.875,247.87094,1.322422,0.322422,32.24221,1.440896,0.440896
2025-09-16,116843.1875,335.089996,61714818989.68751,250.873248,1.335694,0.335694,33.569442,1.432905,0.432905
2025-09-17,116468.507812,329.709991,61516918798.94531,250.068776,1.318477,0.318477,31.847725,1.425786,0.425786
2025-09-18,117137.203125,349.119995,61870113632.578125,251.504527,1.388126,0.388126,38.812609,1.42031,0.42031
2025-09-19,115688.859375,344.75,61105120188.984375,248.394798,1.387912,0.387912,38.791152,1.413456,0.413456
2025-09-22,112748.507812,335.929993,59552070598.94531,242.081588,1.387673,0.387673,38.767263,1.407141,0.407141
2025-09-23,112014.5,327.779999,59164378682.5,240.505604,1.362879,0.362879,36.287884,1.400236,0.400236
2025-09-24,113328.632812,323.309998,59858483922.07031,243.32717,1.328705,0.328705,32.870488,1.393575,0.393575
2025-09-25,109049.289062,300.700012,57598198743.47656,234.139019,1.28428,0.28428,28.42798,1.387309,0.387309
2025-09-26,109712.828125,309.059998,57948670123.203125,235.5637,1.312002,0.312002,31.20018,1.382125,0.382125
2025-09-29,114400.382812,326.420013,60424566195.82031,245.628318,1.328918,0.328918,32.891849,1.37798,0.37798
2025-09-30,114056.085938,322.209991,60242713750.89844,244.88908,1.315739,0.315739,31.57385,1.373281,0.373281
2025-10-01,118648.929688,338.410004,62668584926.99219,254.750345,1.328399,0.328399,32.839861,1.371251,0.371251
2025-10-02,120681.257812,352.329987,63742030157.69531,259.113944,1.359749,0.359749,35.974923,1.369792,0.369792
2025-10-03,122266.53125,351.630005,64579347808.28125,262.517674,1.339453,0.339453,33.945269,1.367821,0.367821
2025-10-06,124752.53125,359.690002,65892415718.28125,267.855348,1.342852,0.342852,34.285167,1.365011,0.365011
2025-10-07,121451.382812,328.399994,64148798630.82031,260.767474,1.259359,0.259359,25.935949,1.358607,0.358607
2025-10-08,123354.867188,330.799988,65154190525.42969,264.854433,1.248988,0.248988,24.898792,1.35145,0.35145
2025-10-09,121705.585938,320.290009,64283064908.39844,261.313272,1.225694,0.225694,22.569361,1.34456,0.34456
2025-10-10,113214.367188,304.790009,59798130532.92969,243.081831,1.253858,0.253858,25.385763,1.339614,0.339614
2025-10-13,115271.078125,315.470001,60884454399.453125,247.497782,1.274638,0.274638,27.463769,1.334213,0.334213
2025-10-14,113118.664062,300.670013,59747581577.85156,242.876348,1.237955,0.237955,23.79551,1.327785,0.327785
2025-10-15,110783.164062,296.76001,58514005510.35156,237.861811,1.247615,0.247615,24.76152,1.323479,0.323479
2025-10-16,108186.039062,283.839996,57142243042.22656,232.285541,1.221944,0.221944,22.194432,1.318279,0.318279
2025-10-17,106467.789062,289.869995,56234689165.97656,228.596297,1.268043,0.268043,26.804326,1.313423,0.313423
2025-10-20,110588.929688,296.609985,58411413826.99219,237.444772,1.249175,0.249175,24.917463,1.309362,0.309362
2025-10-21,108476.890625,301.910004,57295866474.765625,232.910026,1.296252,0.296252,29.625164,1.306839,0.306839
2025-10-22,107688.585938,280.809998,56879495763.39844,231.217462,1.214484,0.214484,21.448438,1.302848,0.302848
2025-10-23,110069.726562,284.920013,58137178524.41406,236.329994,1.205602,0.205602,20.560242,1.299216,0.299216
2025-10-24,111033.921875,289.079987,58646452025.546875,238.400211,1.212583,0.212583,21.258276,1.295316,0.295316
2025-10-27,114119.328125,295.630005,60276117325.703125,245.024867,1.206531,0.206531,20.653062,1.291453,0.291453
2025-10-28,112956.164062,284.640015,59661751515.35156,242.527445,1.17364,0.17364,17.364043,1.286051,0.286051
2025-10-29,110055.304688,275.359985,58129561106.36719,236.299029,1.165303,0.165303,16.530308,1.280945,0.280945
2025-10-30,108305.546875,254.570007,57205365276.171875,232.542135,1.094726,0.094726,9.472637,1.271165,0.271165
2025-10-31,109556.164062,269.51001,57865922515.35156,235.227327,1.145743,0.145743,14.574277,1.263093,0.263093
2025-11-03,106547.523438,264.670013,56276803666.83594,228.767495,1.156939,0.156939,15.69389,1.255402,0.255402
2025-11-04,101590.523438,246.990005,53658590621.83594,218.124352,1.132336,0.132336,13.233577,1.247717,0.247717
2025-11-05,103891.835938,255.0,54874109364.64844,223.065485,1.143162,0.143162,14.316206,1.241532,0.241532
2025-11-06,101301.289062,237.199997,53505821363.47656,217.503339,1.090558,0.090558,9.055796,1.235075,0.235075
2025-11-07,103372.40625,241.929993,54599754395.15625,221.950221,1.090019,0.090019,9.001916,1.227675,0.227675
2025-11-10,105996.59375,238.880005,55985810869.84375,227.584597,1.049632,0.049632,4.963169,1.218366,0.218366
2025-11-11,102997.46875,231.350006,54401718031.71875,221.145195,1.046145,0.046145,4.61453,1.209379,0.209379
2025-11-12,101663.1875,224.610001,53696970689.68751,218.280369,1.028998,0.028998,2.899772,1.199399,0.199399
2025-11-13,99697.492188,208.539993,52658719911.05469,214.059837,0.974214,-0.025786,-2.578645,1.186548,0.186548
2025-11-14,94397.789062,199.75,49859496215.97656,202.680879,0.985539,-0.014461,-1.446056,1.174751,0.174751
2025-11-17,92093.875,195.419998,48642603366.875,197.73416,0.988297,-0.011703,-1.17034,1.162932,0.162932
2025-11-18,92948.875,206.800003,49094201541.875,199.569925,1.036228,0.036228,3.622829,1.155495,0.155495
2025-11-19,91465.992188,186.5,48310965083.55469,196.386037,0.94966,-0.05034,-5.033982,1.145517,0.145517
2025-11-20,86631.898438,177.130005,45757669276.21094,186.006786,0.952277,-0.047723,-4.772289,1.136403,0.136403
2025-11-21,85090.6875,170.5,44943624777.18751,182.697662,0.933236,-0.066764,-6.676419,1.125716,0.125716
2025-11-24,88270.5625,179.039993,46623187054.06249,189.525151,0.944677,-0.055323,-5.53233,1.114717,0.114717
2025-11-25,87341.890625,172.190002,46132676499.765625,187.531205,0.918194,-0.081806,-8.180613,1.104058,0.104058
2025-11-26,90518.367188,175.639999,47810443772.92969,194.351397,0.903724,-0.096276,-9.627612,1.092595,0.092595
2025-11-28,90919.265625,177.179993,48022192314.140625,195.212164,0.907628,-0.092372,-9.237217,1.082118,0.082118
2025-12-01,86321.570312,171.419998,45593758615.50781,185.340482,0.924892,-0.075108,-7.510763,1.07068,0.07068
2025-12-02,91350.203125,181.330002,48249807037.578125,196.137427,0.924505,-0.075495,-7.549515,1.059857,0.059857
2025-12-03,93527.804688,188.389999,49399983518.86719,200.812941,0.938137,-0.061863,-6.186325,1.04792,0.04792
2025-12-04,92141.625,186.009995,48667824200.625,197.836684,0.94022,-0.05978,-5.978006,1.038778,0.038778
2025-12-05,89387.757812,178.990005,47213272860.19531,191.923873,0.932609,-0.067391,-6.739062,1.029678,0.029678
2025-12-08,90640.203125,183.690002,47874795687.578125,194.612991,0.943873,-0.056127,-5.612672,1.020721,0.020721
